checklist_id,last_edited_date,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,trip_comments,X,Y,latitude,longitude,time_to_next_sunset,time_to_next_sunrise,time_from_last_sunrise,time_from_last_sunset,is_up,land_cover,fold_id,cell_id,log_duration,time_of_day,time_of_day_fine,dominant_land_cover,daytimes_alt
S58172272,2019-07-14 13:20:14,United States,US,Illinois,US-IL,McHenry,US-IL-111,,22.0,,,Algonquin,L212188,T,2019-06-17,07:14:00,obs910224,S58172272,Stationary,P21,EBIRD,7,,,1,True,,56 ddegrees,-727174.45107403,719311.57448966,42.1656199999999,-88.29428,13.2961111111111,22.043888888888898,1.95777777777778,10.709722222222199,True,22,3,5906,1.9459101490553132,morning,6-9,developed,early-morning
S56976369,2019-06-14 16:38:59,United States,US,Pennsylvania,US-PA,Montgomery,US-PA-091,,29.0,,,Morwood Rd. Yard,L5566269,P,2019-06-01,18:14:00,obs222247,S56976369,Traveling,P22,EBIRD,23,0.161,,1,True,,"<b>General:</b> Late day mail run.--<b>Weather:</b> Clear, humid, windless, 80F.",347384.801325987,487485.289037446,40.32265269999979,-75.41305009999999,2.1883333333333304,11.327222222222199,12.665833333333302,21.8238888888889,True,41,3,7936,3.1354942159291497,afternoon/evening,18-21,forest,late-evening
S57801884,2019-06-30 01:11:09,United States,US,North Carolina,US-NC,Johnston,US-NC-101,,27.0,,,"2479 Creechs Mill Rd, Smithfield US-NC (35.4777,-78.2590)",L9558515,P,2019-06-29,13:05:00,obs1246020,S57801884,Traveling,P22,EBIRD,1,1.609,,3,True,,,112724.90183257699,-57241.7388857652,35.4776569999997,-78.259016,7.456388888888889,16.9322222222222,7.074444444444441,16.5436111111111,True,82,2,12231,0.0,afternoon/evening,12-15,baseline,mid-day
S57823144,2020-04-02 16:10:21,United States,US,Oregon,US-OR,Jackson,US-OR-029,,5.0,,,Ashland--Wimer St,L8564607,P,2019-06-30,15:35:00,obs213679,S57823144,Stationary,P21,EBIRD,5,,,1,True,,,-3448583.95788537,1509254.44219461,42.2035859999999,-122.72089199999999,5.2686111111111105,14.0563888888889,9.95194444444444,18.7297222222222,True,22,2,5635,1.6094379124341003,afternoon/evening,15-18,developed,early-evening
S57351375,2019-06-13 18:32:20,United States,US,Washington,US-WA,King,US-WA-033,,5.0,,,Seattle University,L1359175,H,2019-06-13,15:01:00,obs1125798,S57351375,Traveling,P22,EBIRD,30,0.644,,1,True,,,-3148663.52626307,2035838.48328392,47.61036599999989,-122.31810719999999,6.114166666666669,14.166944444444402,9.83111111111111,17.895,True,24,2,737,3.4011973816621555,afternoon/evening,15-18,developed,mid-day
S57016702,2019-06-02 21:02:59,United States,US,Texas,US-TX,Collin,US-TX-085,,21.0,,,"Oak Point Park, Plano",L381517,H,2019-06-02,10:15:00,obs374413,S57016702,Traveling,P22,EBIRD,30,0.805,,1,True,,,-1600521.20276915,-178290.334318473,33.0560832999996,-96.6711473,10.2663888888889,20.056944444444397,3.93916666666667,13.743055555555598,True,41,1,13764,3.4011973816621555,morning,9-12,forest,late-morning
S57756924,2019-06-28 11:08:06,United States,US,Texas,US-TX,Hill,US-TX-217,,21.0,,,"I-35W S, Hillsboro US-TX (32.1080,-97.1125)",L9548331,P,2019-06-28,10:07:00,obs196744,S57756924,Stationary,P21,EBIRD,20,,,1,True,,,-1661152.15378586,-274271.764497578,32.1079849999996,-97.112537,10.53,20.2991666666667,3.70694444444444,13.470833333333301,True,82,1,14304,2.995732273553991,morning,9-12,baseline,late-morning
S57067097,2019-06-04 09:18:25,United States,US,Delaware,US-DE,Kent,US-DE-001,US-DE_562,30.0,USFWS_152,,Bombay Hook NWR--Raymond Pool,L483327,H,2019-06-03,13:40:00,obs807358,S57067097,Traveling,P22,EBIRD,62,0.603,,1,True,,"Perfect weather - low 70s, breezy, a few clouds.",348181.629957631,369407.10712074104,39.260035491842,-75.46423191175441,6.7275,15.939444444444401,8.055,17.2836111111111,True,11,3,8916,4.127134385045092,afternoon/evening,12-15,water,mid-day
G4323250,2019-06-29 17:52:22,United States,US,Michigan,US-MI,Ingham,US-MI-065,,23.0,,,"1453 S Waverly Rd, Eaton Rapids US-MI Clint and Amy",L9556486,P,2019-06-29,13:46:00,"obs267922,obs346927","S57793132,S57793133",Stationary,P21,EBIRD,45,,,2,True,G4323250,,-419781.68273885,737994.164551141,42.5400659999999,-84.599414,7.56527777777778,16.3025,7.705277777777781,16.433611111111098,True,81,3,5384,3.8066624897703196,afternoon/evening,12-15,baseline,mid-day
S57506661,2019-06-20 12:32:07,United States,US,Oregon,US-OR,Benton,US-OR-003,,5.0,,,Corvallis--Witham Hill Oaks (NW Pinecone Way),L3859361,P,2019-06-19,06:00:00,obs190616,S57506661,Stationary,P21,EBIRD,30,,,1,True,,"Before leaving for Klamath Co.; cooler, a few clouds, 50 F at 6:15 am, high 76 F",-3370255.20514285,1767173.809077,44.5831633999998,-123.2989993,15.0238888888889,23.4655555555556,0.537222222222222,8.98083333333333,True,81,2,3178,3.4011973816621555,morning,6-9,baseline,early-morning
S57801027,2019-06-29 23:56:31,United States,US,Maryland,US-MD,Calvert,US-MD-009,US-MD_2709,30.0,,,Scientists' Cliffs: N end: Bay,L1073812,P,2019-06-26,18:48:00,obs209334,S57801027,Stationary,P21,EBIRD,20,,,1,True,,"scanning Bay, clifftop, trees from stump, lawn;--30 C; few clouds (7.8 km); W 12 km/hr; rh ~55%; sunset 2034 EDT;--low tide ~1720 EDT; glassy with slight ripples from E & short, broad, low waves from ESE; lightly rumpled byeond 300-400 m;  S bound Bulk Horway;--blind platform: DCCo 3, Ospr 1/1+1+?;",260204.710311679,284537.093039056,38.526003588821794,-76.5148573593863,1.7716666666666698,10.9302777777778,13.0755555555556,22.2297222222222,True,11,3,9558,2.995732273553991,afternoon/evening,18-21,water,late-evening
S57569097,2019-07-28 15:26:01,United States,US,Virginia,US-VA,Page,US-VA-139,US-VA_2148,28.0,,,Shenandoah NP--Franklin Cliffs Overlook,L6083937,H,2019-06-21,15:55:00,obs321299,S57569097,Stationary,P21,EBIRD_PNW,11,,,1,True,,Stopped at restoration hacking site. Quite blustery winds,94215.0750152173,282098.909308155,38.536895236086,-78.4191387199016,4.77138888888889,13.9147222222222,10.088888888888901,19.232222222222198,True,41,1,9547,2.3978952727983707,afternoon/evening,15-18,forest,early-evening
S57349186,2019-06-13 17:06:11,United States,US,Michigan,US-MI,Washtenaw,US-MI-161,,23.0,,,Washtenaw Co. 2450 Baker Road Scio Sec. 07 NE,L384543,P,2019-06-13,16:54:00,obs18361,S57349186,Stationary,P21,EBIRD,10,,,1,True,,Overcast with rain.,-362296.92647858796,711200.216116915,42.3262131999999,-83.88681650000001,4.31861111111111,13.0711111111111,10.928055555555598,19.689166666666697,True,22,3,5750,2.302585092994046,afternoon/evening,15-18,developed,early-evening
S57814201,2019-06-30 13:24:15,United States,US,Illinois,US-IL,Kane,US-IL-089,,22.0,,,Campton Forest Preserve -- P6,L9451061,P,2019-06-30,07:53:00,obs497541,S57814201,Stationary,P21,EBIRD_BCN,5,,,1,True,,,-740100.766142018,694111.340715131,41.9291299999999,-88.42036,12.6661111111111,21.4847222222222,2.52361111111111,11.3322222222222,True,22,3,6085,1.6094379124341003,morning,6-9,developed,early-morning
S57768426,2019-06-28 19:12:41,United States,US,Maine,US-ME,Penobscot,US-ME-019,,14.0,,,"21 Overlook Dr, Milford US-ME (44.9488,-68.6108)",L9348514,P,2019-06-28,19:08:00,obs558680,S57768426,Traveling,P22,EBIRD,60,1.609,,1,True,,,863217.3845437891,1046119.15144684,44.948798999999894,-68.610805,1.28416666666667,9.71138888888889,14.2963888888889,22.715,True,43,2,2987,4.0943445622221,afternoon/evening,18-21,forest,late-evening
G4261805,2019-06-07 19:11:33,United States,US,Oregon,US-OR,Marion,US-OR-047,,5.0,,,Geer Community Park,L4336817,H,2019-06-07,12:42:00,"obs248072,obs276258","S57172854,S57177264",Traveling,P22,EBIRD,48,1.415,,2,True,G4261805,,-3330998.06212664,1790918.61958193,44.9317769999999,-122.99553600000002,8.23055555555556,16.7327777777778,7.26222222222222,15.7811111111111,True,23,1,2829,3.871201010907891,night,12-15,developed,mid-day
S57600630,2019-06-22 17:37:52,United States,US,Arizona,US-AZ,Maricopa,US-AZ-013,,33.0,,,Gila Bend Sewage Ponds,L280702,H,2019-06-22,14:15:00,obs8728,S57600630,Traveling,P22,EBIRD,22,0.016,,1,True,,,-3053818.7359634996,217809.766258048,32.9699999999996,-112.75,5.465,15.139722222222199,8.86444444444444,18.5380555555556,True,82,2,13827,3.091042453358316,afternoon/evening,12-15,baseline,early-evening
S57469695,2019-06-17 19:15:13,United States,US,Colorado,US-CO,Garfield,US-CO-045,,16.0,,,Rifle Gap SP,L1222992,H,2019-06-17,16:15:00,obs90708,S57469695,Traveling,P22,EBIRD,5,0.644,,1,True,,,-2388306.32102398,770512.1741850871,39.6314733999998,-107.7546358,4.43444444444444,13.4675,10.5344444444444,19.5711111111111,True,42,1,8463,1.6094379124341003,afternoon/evening,15-18,forest,early-evening
S57678894,2019-06-25 11:02:23,United States,US,California,US-CA,Riverside,US-CA-065,,32.0,,,"Limehouse, Riverside US-CA",L8617345,P,2019-06-25,07:54:00,obs366687,S57678894,Traveling,P22,EBIRD,8,0.611,,1,True,,,-3410606.60384659,483932.49982787,33.9856299999996,-117.3679325,12.175555555555599,21.7672222222222,2.23805555555556,11.826666666666698,True,22,2,13209,2.0794415416798357,morning,6-9,developed,early-morning
S57768326,2019-06-28 19:09:12,United States,US,Minnesota,US-MN,Dakota,US-MN-037,,22.0,,,180th St. Marsh (Marshall's Marsh),L303740,H,2019-06-28,17:00:00,obs119728,S57768326,Stationary,P21,EBIRD,14,,,1,True,,NoB,-1070402.26097462,1044142.66287088,44.688219999999895,-92.9659032,4.02416666666667,12.485833333333302,11.5219444444444,19.975,True,82,1,3079,2.6390573296152584,afternoon/evening,15-18,baseline,early-evening
S57255572,2019-06-10 09:58:38,United States,US,Oklahoma,US-OK,Payne,US-OK-119,,19.0,,,Boomer Lake Park--Heron Cove,L7500924,H,2019-06-10,07:19:00,obs259536,S57255572,Traveling,P22,EBIRD,78,0.644,,1,True,,64-69 F/clear/N-11/70-64% RH/30.41-30.46Hg and rising,-1571691.08897194,165866.756666736,36.146697699999706,-97.0616448,13.4325,22.86,1.13888888888889,10.5755555555556,True,11,2,11659,4.356708826689592,morning,6-9,water,early-morning
S57667482,2019-06-24 23:35:54,United States,US,Michigan,US-MI,Hillsdale,US-MI-059,,23.0,,,Lewis Emery Park,L2780539,H,2019-06-24,21:34:00,obs774809,S57667482,Traveling,P22,EBIRD,18,0.193,,1,True,,,-424354.35551449,669804.028929708,41.9261983999999,-84.60916170000002,23.73,8.505,15.5002777777778,0.271388888888889,False,22,3,6102,2.8903717578961645,night,21-24,developed,dusk
G4263914,2020-03-03 23:56:33,United States,US,Oregon,US-OR,Lane,US-OR-039,,5.0,,,Meadowlark Prairie--North Path (Green Hill Rd. picnic shelter to Roosevelt),L2242926,H,2019-06-08,06:54:00,"obs269672,obs305796","S57199497,S57199498",Traveling,P22,EBIRD_PNW,14,1.8730000000000002,,1,True,G4263914,,-3390033.68744005,1712462.80595397,44.0666251999999,-123.2079148,14.001111111111099,22.5972222222222,1.3986111111111101,10.0097222222222,True,81,2,3710,2.6390573296152584,morning,6-9,baseline,early-morning
S57415023,2019-06-16 00:32:20,United States,US,Utah,US-UT,Washington,US-UT-053,US-UT_3400,16.0,,,"(37.2882,-112.9465)ZNP Menue Falls",L9477689,P,2019-06-14,16:57:00,obs348030,S57415023,Traveling,P22,EBIRD,5,0.106,,1,True,,Menu falls. wEBL,-2901420.56693926,673087.222598086,37.288220999999794,-112.94645700000001,3.94194444444444,13.2302777777778,10.770277777777801,20.064444444444398,True,42,1,10670,1.6094379124341003,afternoon/evening,15-18,forest,early-evening
S57414487,2019-06-15 23:53:53,United States,US,Colorado,US-CO,Larimer,US-CO-069,,18.0,,,"Beaver Meadows trail, RMNP",L9477546,P,2019-06-15,09:40:00,obs843831,S57414487,Traveling,P22,EBIRD,90,1.609,,17,True,,FCAS field trip for breeding birds expertly led by Ron Harden,-2147955.4058347,792198.461813644,40.4397925999998,-105.1305659,10.875,19.828888888888898,4.17194444444444,13.1313888888889,True,82,1,7664,4.499809670330265,morning,9-12,baseline,late-morning
S57241248,2019-06-09 19:21:49,United States,US,West Virginia,US-WV,Preston,US-WV-077,,28.0,,,Masontown Yard,L1786267,P,2019-06-09,16:48:00,obs340093,S57241248,Stationary,P21,EBIRD,67,,,1,True,,,-23604.376047548198,394162.07381433796,39.551096099999796,-79.7746228,3.95694444444444,13.056666666666699,10.9411111111111,20.0522222222222,True,41,1,8554,4.204692619390966,afternoon/evening,15-18,forest,early-evening
S57596136,2019-06-22 15:10:08,United States,US,New York,US-NY,Suffolk,US-NY-103,,30.0,,,"North Haven Village Hall, loop trail",L7178092,H,2019-06-22,14:35:00,obs1005526,S57596136,Stationary,P21,EBIRD,12,,,1,True,,Quickly from the platform while S & L played in the park.,604480.475116084,581947.960736595,41.03039309999979,-72.31165159999999,5.83583333333333,14.71,9.294444444444439,18.1672222222222,True,11,3,7065,2.4849066497880004,afternoon/evening,12-15,water,early-evening
G4323952,2019-06-29 22:57:02,United States,US,Oregon,US-OR,Clackamas,US-OR-005,,5.0,,,"46319 Southeast George Road, Estacada, Oregon, US (45.29, -122.186)",L9557982,P,2019-06-29,17:40:00,"obs505685,obs560586,obs354288","S57799916,S57800110,S57800940",Stationary,P21,EBIRD,15,,,3,True,G4323952,,-3255704.2571429,1797923.41740485,45.2897267999999,-122.1863972,3.3436111111111098,11.7369444444444,12.271666666666698,20.655,True,42,1,2533,2.70805020110221,afternoon/evening,15-18,forest,early-evening
S57810609,2019-06-30 11:14:02,United States,US,Washington,US-WA,King,US-WA-033,,5.0,,,4201 Home,L693057,P,2019-06-29,13:25:00,obs182103,S57810609,Stationary,P21,EBIRD,60,,,1,True,,,-3141493.36413078,2044119.24688426,47.704476799999895,-122.2823703,7.76972222222222,15.8236111111111,8.18555555555556,16.2280555555556,True,23,2,630,4.0943445622221,afternoon/evening,12-15,developed,mid-day
S57621137,2019-06-23 12:53:06,United States,US,New York,US-NY,Suffolk,US-NY-103,,30.0,,,"Calverton VOR (CCC), field",L6155775,H,2019-06-23,11:47:00,obs379406,S57621137,Traveling,P22,EBIRD,52,1.062,,1,True,,,564394.9244591111,567702.122670086,40.9296288999998,-72.79885949999999,8.66527777777778,17.552777777777802,6.4519444444444405,15.3375,True,41,3,7237,3.9512437185814275,morning,9-12,forest,mid-day
G4253797,2019-06-04 22:48:32,United States,US,New York,US-NY,Suffolk,US-NY-103,,30.0,,,"CW WBNU 6/12 Greenway Trail, Setauket, NY (40.932254,-73.100520)",L8523553,P,2019-06-04,17:44:00,"obs698660,obs624643,obs1022393","S57089630,S57097592,S57111119",Stationary,P21,EBIRD,5,,,3,True,G4253797,0 WBNU--0 Feeders--0 Nestboxes--CW  6/12,539009.266648724,566194.743309996,40.932253999999794,-73.10051999999999,2.60111111111111,11.623333333333301,12.3711111111111,21.4102777777778,True,21,3,7235,1.6094379124341003,afternoon/evening,15-18,developed,late-evening
S57193018,2019-06-12 09:22:38,United States,US,Michigan,US-MI,Manistee,US-MI-101,,12.0,,,"3400–3498 Norman Rd, Arcadia US-MI (44.5118,-86.2271)",L9430030,P,2019-06-08,08:30:00,obs230630,S57193018,Traveling,P22,EBIRD,90,1.609,,19,True,,Benzie Audubon Field Trip - Birding by Ear,-537585.30835613,965950.323554248,44.511804999999896,-86.227069,12.9625,21.5044444444444,2.4911111111111097,11.0486111111111,True,11,3,3288,4.499809670330265,morning,6-9,water,early-morning
S57339527,2020-05-13 12:47:04,United States,US,Washington,US-WA,King,US-WA-033,,5.0,,,"Renton Rookery (home) 19202 138th Ave SE, Renton US-WA (47.4301,-122.1568)",L8340823,P,2019-06-13,06:20:00,obs245377,S57339527,Stationary,P21,EBIRD,81,,,1,True,,"64 degrees, sunny, 6 mph winds, 73% humidity",-3146694.19327035,2012164.58403318,47.43008,-122.156825,14.773333333333301,22.853055555555603,1.14527777777778,9.23555555555556,True,22,2,835,4.394449154672439,morning,6-9,developed,early-morning
S57568250,2019-06-21 15:31:55,United States,US,Maine,US-ME,Cumberland,US-ME-005,,30.0,,,Higgins Beach,L1349493,H,2019-06-21,13:26:00,obs650897,S57568250,Traveling,P22,EBIRD_ME,15,1.561,,2,True,,,746828.8644733471,877315.607171142,43.559692199999894,-70.2797696,6.99777777777778,15.569444444444402,8.43416666666667,17.005833333333303,True,22,2,4425,2.70805020110221,afternoon/evening,12-15,developed,mid-day
S57345561,2019-06-13 14:47:47,United States,US,New Jersey,US-NJ,Camden,US-NJ-007,,30.0,,,front yard home,L6934216,P,2019-06-13,14:17:00,obs1031167,S57345561,Stationary,P21,EBIRD,30,,,1,True,,,385408.68007476296,437293.71850526,39.85535029999979,-74.9951015,6.2033333333333305,15.234166666666699,8.76555555555556,17.8041666666667,True,22,3,8269,3.4011973816621555,afternoon/evening,12-15,developed,mid-day
S57423183,2019-06-27 07:24:03,United States,US,New York,US-NY,Kings,US-NY-047,,,,,"Willet's Hassock, pool and marsh",L9485611,H,2019-06-16,11:00:00,obs1083078,S57423183,Stationary,P21,EBIRD,15,,,1,True,,"Location was a tidal pool on Willets Hassock across Gerritsen Creek from Plumb Beach. Accessed by walking across the Belt Parkway bridge along the bike path, pool is visible from the path.",473446.696225112,523597.328169018,40.587943499999795,-73.9074142,9.47416666666667,18.4066666666667,5.594444444444441,14.532222222222199,True,41,3,7604,2.70805020110221,morning,9-12,forest,late-morning
S57488756,2019-06-18 14:15:15,United States,US,Oregon,US-OR,Lincoln,US-OR-041,US-OR_2517,5.0,USFWS_44,,Siletz Bay NWR--Alder Island,L8214775,H,2019-06-18,09:24:00,obs677730,S57488756,Traveling,P22,EBIRD,111,2.221,,2,True,,,-3404115.73920615,1824107.91926825,44.8963634,-124.0043696,11.686666666666698,20.0894444444444,3.9127777777777797,12.3186111111111,True,95,2,2823,4.709530201312334,morning,9-12,baseline,late-morning
S57826117,2019-06-30 20:33:10,United States,US,Illinois,US-IL,Cook,US-IL-031,,22.0,,,Stotz yard,L656262,P,2019-06-30,12:05:00,obs34033,S57826117,Area,P23,EBIRD,5,,0.1214,1,True,,,-697418.6479769179,680560.533337004,41.8437128999999,-87.8940502,8.42611111111111,17.254444444444403,6.7538888888888895,15.5725,True,22,3,6088,1.6094379124341003,night,12-15,developed,mid-day
S57433856,2019-06-16 17:08:04,United States,US,Florida,US-FL,Collier,US-FL-021,,31.0,,,Fred W. Coyle Freedom Park,L797480,H,2019-06-16,16:28:00,obs115145,S57433856,Traveling,P22,EBIRD,39,1.2429999999999999,,3,True,,Brazilian Skipper 2-Fiery Skipper 1-White Peacock 38-Large Orange 6-Barred Yellow 12-Monarch 2-Zebra Longwing 1,-233579.40065137,-1095750.08517316,26.1745812999993,-81.7883635,3.885,14.1138888888889,9.888611111111109,20.12,True,21,1,15787,3.6635616461296463,afternoon/evening,15-18,developed,early-evening
S57976619,2020-09-05 20:41:36,United States,US,Washington,US-WA,Skagit,US-WA-057,US-WA_4818,5.0,,,Skagit Wildlife Area--Wylie Slough,L476174,H,2019-06-06,09:20:00,obs837573,S57976619,Traveling,P22,EBIRD,105,2.414,,2,True,,,-3116459.1267657,2109858.31661629,48.3246350999851,-122.3741287,11.7777777777778,19.829166666666698,4.1638888888888905,12.2355555555556,True,82,2,328,4.653960350157523,morning,9-12,baseline,late-morning
G4319702,2019-06-30 20:27:27,United States,US,New Hampshire,US-NH,Rockingham,US-NH-015,US-NH_2414,30.0,,,"Chapmans Landing, Stratham",L278303,H,2019-06-28,05:17:00,"obs199440,obs525198","S57751882,S57825999",Traveling,P22,EBIRD,105,1.161,,2,True,G4319702,,699940.245176797,814586.105222448,43.04012159999989,-70.9267452,15.168333333333301,23.8361111111111,0.17138888888888898,8.83138888888889,True,81,2,4908,4.653960350157523,morning,3-6,baseline,early-morning
S57067380,2019-06-03 22:35:51,United States,US,Utah,US-UT,Salt Lake,US-UT-035,,16.0,,,My Yard,L1055127,P,2019-06-03,17:53:00,obs238577,S57067380,Stationary,P21,EBIRD,96,,,1,True,,Sunny calm 67 degrees after a high of 81 and a low of 48. No rain since last evening when we got .06”.,-2676591.86840753,991155.609291835,40.67885919999979,-111.79000320000002,3.00694444444444,12.0708333333333,11.9230555555556,21.0047222222222,True,22,1,7268,4.564348191467836,afternoon/evening,15-18,developed,early-evening
S57211612,2019-06-08 21:32:34,United States,US,Wisconsin,US-WI,Sauk,US-WI-111,,23.0,,4308957CE,Fern Dell Trail,L9433978,P,2019-06-07,08:38:00,obs602297,S57211612,Traveling,P64,EBIRD_ATL_WI,47,1.609,,1,True,,Mirror Lake St Park Trail,-834715.99045254,886691.9444815059,43.5602968999999,-89.8096347,11.998333333333301,20.6730555555556,3.3225,12.012777777777801,True,43,3,4360,3.8501476017100584,morning,6-9,forest,late-morning
G4398085,2019-07-31 10:16:41,United States,US,Virginia,US-VA,Lee,US-VA-105,,28.0,,o36083G1SE,Leeman Park,L9560347,P,2019-06-30,10:28:00,"obs558932,obs124832","S57809633,S58589066",Traveling,P22,EBIRD_ATL_VA,12,0.67,,1,True,G4398085,,-314974.56725879,91220.90986921519,36.76771399999971,-83.028391,10.4516666666667,19.8130555555556,4.1941666666666695,13.547777777777801,True,21,3,11182,2.4849066497880004,morning,9-12,developed,late-morning
S57019058,2019-06-02 22:17:04,United States,US,Wisconsin,US-WI,Sauk,US-WI-111,,23.0,,,Moely Prairie,L8887798,H,2019-06-02,19:16:00,obs344473,S57019058,Traveling,P22,EBIRD,32,0.9009999999999999,,1,True,,,-833331.699579827,856440.1884878459,43.292122699999894,-89.7514558,1.28583333333333,10.0805555555556,13.911944444444401,22.7275,True,82,3,4672,3.4657359027997265,afternoon/evening,18-21,baseline,late-evening
S57317878,2019-06-12 13:46:18,United States,US,Maine,US-ME,Cumberland,US-ME-005,,30.0,,,"Martin Point, Portland",L1535091,H,2019-06-12,11:55:00,obs441777,S57317878,Traveling,P22,EBIRD,55,1.207,,1,True,,out on the bridge also,748226.8117781971,891915.146794615,43.6886366999999,-70.2446583,8.46638888888889,17.0633333333333,6.935,15.542222222222199,True,11,2,4243,4.007333185232471,morning,9-12,water,mid-day
S57176316,2019-06-07 18:40:56,United States,US,Maine,US-ME,Kennebec,US-ME-011,,14.0,,,"Vaughan Woods, Hallowell",L1415625,H,2019-06-07,17:52:00,obs950104,S57176316,Traveling,P22,EBIRD,47,2.269,,2,True,,,777458.174507778,961018.484312636,44.277510899999896,-69.7963399,2.4741666666666697,11.061666666666698,12.9336111111111,21.537222222222198,True,43,2,3698,3.8501476017100584,afternoon/evening,15-18,forest,late-evening
S57386480,2019-06-15 06:24:00,United States,US,North Carolina,US-NC,Chatham,US-NC-037,,29.0,,,MBBS C7 9,L6043675,P,2019-06-15,06:20:00,obs7426,S57386480,Stationary,P21,EBIRD,3,,,1,True,,,14830.91277753,-32320.9429494241,35.708770299999706,-79.3362319,14.2475,23.6836111111111,0.3175,9.75861111111111,True,41,2,11978,1.0986122886681098,morning,6-9,forest,early-morning
S57538025,2020-02-28 18:01:01,United States,US,Maine,US-ME,Penobscot,US-ME-019,,14.0,,,University of Maine--Steam Plant Lot and Trails,L7371452,H,2019-06-20,13:52:00,obs567590,S57538025,Traveling,P22,EBIRD,20,0.161,,1,True,,,858867.634506883,1040087.64728177,44.899811799999895,-68.6740351,6.54,14.939166666666699,9.06416666666667,17.4641666666667,True,21,2,2986,2.995732273553991,afternoon/evening,12-15,developed,mid-day
S57432236,2019-06-16 16:21:36,United States,US,Michigan,US-MI,Eaton,US-MI-045,,23.0,,,Adams Estate,L3227938,P,2019-06-15,16:41:00,obs263601,S57432236,Stationary,P21,EBIRD,5,,,1,True,,,-431920.015366372,736821.346411175,42.5234630999999,-84.74574969999999,4.61861111111111,13.3336111111111,10.6669444444444,19.3883333333333,True,90,3,5383,1.6094379124341003,afternoon/evening,15-18,baseline,early-evening
S57277401,2019-06-11 19:15:52,United States,US,Wisconsin,US-WI,Washington,US-WI-131,,23.0,,4308851SW,Jay Rd swamp,L9447898,P,2019-06-09,17:00:00,obs674553,S57277401,Traveling,P64,EBIRD_ATL_WI,105,0.805,,2,True,,"we used a canoe to travel downstream, by foot on shore and canoe back upstream to the Jay rd. bridge.",-694441.506862521,868331.343720932,43.52459199999989,-88.06705670000001,3.53416666666667,12.185,11.811666666666698,20.475833333333302,True,90,3,4370,4.653960350157523,afternoon/evening,15-18,baseline,early-evening
S57130190,2019-06-06 07:02:28,United States,US,Virginia,US-VA,Montgomery,US-VA-121,,28.0,,,"304 Hickok St, Christiansburg US-VA (37.1261,-80.4065)",L9160884,P,2019-06-06,06:32:00,obs977425,S57130190,Stationary,P21,EBIRD,29,,,1,True,,"Partly cloudy, 65 degrees F",-80551.1028795266,125388.58766954401,37.126146999999705,-80.40650500000001,14.116944444444401,23.494444444444397,0.502222222222222,9.892777777777779,True,22,2,10926,3.367295829986474,morning,6-9,developed,early-morning
S57753927,2019-07-02 20:40:41,United States,US,Utah,US-UT,Utah,US-UT-049,,16.0,,,Alpine Loop Scenic Byway--Aspen Grove TH,L571255,H,2019-06-27,16:30:00,obs398099,S57753927,Stationary,P21,EBIRD,150,,,3,True,,With Teresa and Cliff.,-2672303.21433671,957210.945262993,40.404815699999794,-111.6058978,4.51166666666667,13.4769444444444,10.5297222222222,19.488888888888898,True,41,1,7636,5.0106352940962555,afternoon/evening,15-18,forest,early-evening
S57167938,2019-06-07 13:41:27,United States,US,Virginia,US-VA,Smyth,US-VA-173,,28.0,,,"642 East Hungry Mother Drive, Marion, Virginia, US (36.894, -81.511)",L9424841,P,2019-06-07,13:37:00,obs303152,S57167938,Stationary,P21,EBIRD,30,,,3,True,,,-179247.505480267,101139.29060265199,36.8936449999997,-81.51102970000001,7.10527777777778,16.4930555555556,7.50416666666667,16.9038888888889,True,41,3,11053,3.4011973816621555,afternoon/evening,12-15,forest,mid-day
S57422124,2019-06-16 11:51:17,United States,US,Florida,US-FL,Lee,US-FL-071,,31.0,,,"1451 Claret Ct, Fort Myers US-FL (26.5656,-81.8878)",L9297998,P,2019-06-15,06:54:00,obs1369700,S57422124,Traveling,P22,EBIRD,26,1.166,,1,True,,,-242588.55819569802,-1051294.12689304,26.565645999999298,-81.887823,13.467777777777801,23.6702777777778,0.331666666666667,10.5375,True,22,1,15754,3.258096538021482,morning,6-9,developed,early-morning
S57310371,2019-06-12 08:45:38,United States,US,Florida,US-FL,Pinellas,US-FL-103,,31.0,,,Glen Oaks Park,L632894,H,2019-06-11,19:53:00,obs216872,S57310371,Traveling,P22,EBIRD,12,1.609,,1,True,,,-327917.990213588,-891444.6515912991,27.9595664999994,-82.7829212,0.574166666666667,10.6880555555556,13.3125,23.4322222222222,True,22,1,15614,2.4849066497880004,afternoon/evening,18-21,developed,late-evening
G4326884,2019-07-02 22:35:28,United States,US,Oregon,US-OR,Lincoln,US-OR-041,US-OR_2517,,,,Siletz Bay-- tidal flats,L9546455,P,2019-06-27,12:36:00,"obs374919,obs1359132","S57748023,S57831732",Stationary,P21,EBIRD,13,,,1,True,G4326884,"ODFW Waterbird Survey (plot SIM). Observed from Hwy101 S road side, ~Millport Slough.",-3405238.66369652,1824991.59610648,44.8987217999999,-124.0220305,8.509166666666669,16.935277777777802,7.071944444444441,15.4908333333333,True,95,2,2823,2.5649493574615367,night,12-15,baseline,mid-day
